"","CD274-201","CD274-202","CD274-203","CD274-204","CD274-205","CNIH4-201","CNIH4-202","CNIH4-203","CNIH4-204","CNIH4-205","CNIH4-206","CNIH4-207","CNIH4-208"
"HOA7812A61",8.56844804849095,8.19051851449107,8.09825753154907,8.08569595885865,8.29545976339824,8.49052676317109,8.08744042745771,7.10157229046982,8.31273115217502,8.12082775014429,8.37164573982986,7.10157229046982,8.09996646520781
"HOA7812A60",8.17989675549878,8.22165481141688,8.03330234059865,8.15505895004797,8.19971151200434,8.15967428839689,8.49806600100442,7.10157229046982,7.92721733231626,8.05955521285851,8.30206175351806,7.82110514095775,7.9824780804228
"HOA7812A59",8.29025771490142,7.88476305242917,7.76602624933326,7.85153469003646,8.11529310655709,8.39185998009752,7.97896937652336,7.10157229046982,8.30236425013016,8.1736108319713,8.23187915781034,9.20834339748401,8.03387712163425
"HOA7812A58",7.80689835759692,7.71931961486108,7.5734693045946,7.76692170261542,7.48255414532423,8.28845223677142,7.99429758940602,8.13740384920708,8.19206784712278,8.04404163413807,8.18367862085925,9.11515152272895,7.99501866138353
"HOA7812A57",7.85538995942016,8.17705035396055,8.09825753154907,8.13822330729672,8.11529310655709,7.67610915943754,8.15273033031714,7.10157229046982,7.85101536665206,8.16638718899339,8.13017779966246,7.10157229046982,8.0867092711647
"HOA7812A56",7.50776109709213,7.57887905630802,7.6969114941318,7.49203371261846,7.41294265429478,8.0170501481997,7.70965674580935,7.10157229046982,8.0599083857028,8.0419510986035,7.90558585424754,7.10157229046982,7.9824780804228
"HOA7812A55",7.37286024188165,7.54349016094739,7.63890823487492,7.53779143055011,7.41294265429478,7.74859284261638,7.46106123928476,8.39624896380371,7.85989744584647,8.13877120333485,8.01215881261392,8.32390689977824,7.89979831540074
"HOA7812A54",7.76130541940391,7.88985976020258,7.81319793991836,7.89306572602625,7.99670071284715,8.5938244715801,8.40532118275722,8.31738138814753,8.37761304973598,7.92494784991762,8.32366408280286,8.32390689977824,8.07324352120878
"HOA7812A53",8.07212514100444,7.91775655988586,7.97495364767482,7.9591646618165,8.11529310655709,7.70130217639775,8.15273033031714,8.23168273620822,8.04619968043125,8.12368530321089,8.01215881261392,7.82110514095775,7.98500219037424
"HOA7812A52",7.988619981341,7.48950716809099,7.5734693045946,7.49203371261846,7.97076534430497,7.82348563856329,7.62241681031382,7.10157229046982,8.01808033603225,8.06262365881885,7.92947189496576,7.10157229046982,7.93826178365769
"HOA7812A51",8.31088573359149,8.23382468571201,8.108617566274,8.11671957752396,7.75770196691332,8.2414435249093,7.95539792050644,7.5727279536664,8.20945470551589,8.28854516079056,8.13017779966246,7.10157229046982,8.06642967158653
"HOA7812A50",8.06325292064656,7.94211891715888,7.96274905728987,7.9591646618165,7.79254645471261,8.06972496088941,7.66155640806209,7.10157229046982,7.98894965195715,8.05131727358204,8.02116510733296,8.10912368493168,7.90541761189614
"HOA7812A49",7.65821193472519,7.51103198593502,7.59628401147376,7.50397453432685,7.10157229046982,7.8335133059066,7.10157229046982,7.10157229046982,7.68931840506346,8.01644056134391,7.61845085101361,7.10157229046982,7.79336754193869
"HOA7812A48",7.59823842333173,7.77397949864267,7.71496663270463,7.70083455300597,7.68131553174909,8.05501300335172,7.85288501859492,8.66355095949106,7.94312390579911,7.99232792529921,8.04180067419913,7.82110514095775,7.992526402435
"HOA7812A47",8.05878149058403,8.29097371698211,8.47152887496288,8.17973666398465,7.94393438985066,8.5677972232415,7.94737765836889,8.39624896380371,8.35315053175508,8.26761995129958,8.30642017232393,7.82110514095775,8.12375692135325
"HOA7812A46",8.16414348831514,8.30916100965253,8.22437106602094,8.33984789259105,8.62111905647317,8.32227666961569,8.07377135116608,7.10157229046982,8.24328726932381,8.22605129655825,8.23422521884768,8.10912368493168,8.08000300913703
"HOA7812A45",8.67260780718263,8.5798101369475,8.38286498027343,8.6265067158919,8.63443537982081,8.05501300335172,8.27624518713835,8.46950692369873,7.88588664085206,8.32065908840553,8.30206175351806,8.50018383756835,8.159306529549
