"","CD274-201","CD274-202","CD274-203","CD274-204","CD274-205","CNIH4-201","CNIH4-202","CNIH4-203","CNIH4-204","CNIH4-205","CNIH4-206","CNIH4-207","CNIH4-208"
"HOA7812A81",7.90070037181494,7.77918712638486,7.88506802344441,7.77383855080337,7.85708910690214,8.08418512099739,7.86200939562288,8.39624896380371,8.05308220149303,8.26517613635357,7.91932937668139,7.82110514095775,8.03387712163425
"HOA7812A80",7.52957714481573,7.70640834563824,7.6969114941318,7.6850685168064,7.54107019687253,7.80296448956522,8.03137877463126,8.13740384920708,7.83289867571493,7.99232792529921,8.04760275656625,7.10157229046982,7.84712873530555
"HOA7812A79",8.46523342842847,8.37566380293217,8.02196614533902,8.30490544866039,8.56621818856052,8.54114408184168,8.8400814428128,8.72146285640238,8.34818635737886,8.26517613635357,8.58487136946145,8.32390689977824,8.3225309009734
"HOA7812A78",8.27977836014636,8.28036625642102,8.37512279789544,8.26126631892941,8.33125752229284,8.4715160542864,8.52871564098915,7.10157229046982,8.11899549568035,8.33215248735241,8.54580874723407,8.32390689977824,8.12375692135325
"HOA7812A77",8.08526170721704,7.95525211834524,8.08777168300693,7.96442011718896,8.19971151200434,7.97721797817872,7.84363836329838,7.10157229046982,7.75499479624769,7.93938452053407,7.85530850039276,7.82110514095775,7.87977906811289
"HOA7812A76",8.25487642510765,8.37527601246331,8.38286498027343,8.26126631892941,8.23917404393871,8.36565948496289,8.19574926480273,7.76499130988345,7.9509533509331,8.18788865753912,8.15349742624296,7.10157229046982,8.25279912937286
"HOA7812A75",7.87272300203493,7.72326882093556,7.61805463110305,7.79414554372822,7.41294265429478,8.08418512099739,7.69801508151426,7.10157229046982,7.85101536665206,8.10055897569423,8.07602361357345,7.10157229046982,7.88555611000617
"HOA7812A74",7.33660086568291,7.72545136631696,7.96274905728987,7.63482616764638,7.48255414532423,7.77090979834157,7.99429758940602,7.10157229046982,8.03226054886243,8.07780054730691,7.84782312431063,8.50018383756835,7.9137663311773
"HOA7812A73",7.84951485079081,7.7000697382694,7.9377425975887,7.70083455300597,7.63881924371571,8.5677972232415,8.2872108640283,7.76499130988345,8.38723610011846,8.04612690422923,8.34271287576288,8.6515904750037,8.10434064017022
"HOA7812A72",7.9738204698044,7.93673778048432,7.9377425975887,7.96442011718896,7.85708910690214,7.42710954209058,7.8342647736245,7.10157229046982,7.66562580112971,7.9708966124621,7.89157856908951,8.50018383756835,7.98751823469358
"HOA7812A71",8.03605737192004,7.68343529060639,7.81319793991836,7.79414554372822,7.68131553174909,8.28845223677142,8.12069251415609,8.23168273620822,7.91096410614371,8.04404163413807,8.06193341338167,8.32390689977824,8.02673163639897
"HOA7812A70",8.28677710313776,8.86382895681183,8.42813560915197,8.87394297045015,9.00601190162054,9.20147742701338,8.86292198985475,8.23168273620822,8.82678527770204,7.88372523913662,8.63863487766825,7.10157229046982,8.03860644090372
"HOA7812A69",7.80058054395919,7.79805386092106,7.87127820187025,7.73845041153182,7.59247645124807,7.99339111969572,7.57993749258054,8.13740384920708,7.77537974943686,8.0986037260094,8.0504886522003,7.82110514095775,8.01710589432832
"HOA7812A68",8.35741332714206,7.87515063734885,7.82819102475867,7.87556511404559,8.11529310655709,7.84339417135877,7.62241681031382,7.10157229046982,7.80477336932867,7.94057515224054,7.70999614824741,7.10157229046982,7.97740538151665
"HOA7812A67",8.13178598510646,8.2024041122255,8.08777168300693,8.23103532725457,7.75770196691332,8.52300916845311,8.23685229046739,8.46950692369873,8.36789856014851,8.22349828904172,8.3614071949793,8.78520550264749,8.36808112163502
"HOA7812A66",7.92763948102017,7.95927182837606,8.04448407043687,7.995229227371,8.02181698023892,7.89989776031686,8.49806600100442,7.10157229046982,7.98149712465965,7.84948593388579,8.03007265229223,7.10157229046982,8.09336340360739
"HOA7812A65",8.14405771324699,7.80842868924891,7.65894790354989,7.8329465008558,7.63881924371571,7.89078762113145,7.9392719200575,7.10157229046982,8.13159637027547,8.23619473828476,8.08712968126478,7.82110514095775,8.12588796015597
"HOA7812A64",7.89519143888143,8.10315658692787,8.14887478715805,7.97482517689502,7.75770196691332,8.44726584512851,8.13364681024122,7.10157229046982,8.24881019081635,8.0827997453281,8.17871747379848,8.10912368493168,7.9824780804228
"HOA7812A63",7.76130541940391,7.80651983857064,7.59628401147376,7.89306572602625,7.48255414532423,8.12616207890877,7.81511660380909,8.13740384920708,7.58730139582896,8.00884671613817,8.19840324625698,7.10157229046982,7.87395467299721
"HOA7812A62",7.9587344997558,8.0971871436405,8.06640581823941,8.09467410365559,7.63881924371571,8.28845223677142,8.40532118275722,8.46950692369873,8.16233806420105,8.16638718899339,8.48355895577049,8.10912368493168,8.02433585767733
